name,smiles,Tox-score,SAscore
51,C[C@@H](O)CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,0.4854441162411917,0.1122489302298358
52,Cn1cc(-c2ccc3c(OCCn4c(=O)oc5cc(-c6cnn(C)c6)ccc54)ccnc3c2)cn1,0.5072472267722196,0.1704621302178411
53,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.44757788125095965,0.08011210959823305
54,CNC(=O)c1ccc(-c2cnc3nnn(C(C)c4cc5cc(-c6cnn(C)c6)cnc5cc4F)c3n2)cc1F,0.4557703860315459,0.0756262010563522
55,CN1CCC(Nc2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CC1,0.5022636915128522,0.1323572312636699
56,COc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.43744315341196593,0.08484199441085857
57,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cc(F)cc(F)c5)c(=O)c43)cc2c1,0.45555403000195727,0.09244883682079005
58,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cc(C)no5)cn34)c(=O)c2c1,0.4341969496411244,0.07722368165551512
59,CN(C)[C@H]1CCN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)C1,0.46896955358926057,0.08185046391141364
60,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cccnn5)cc4c(=O)c3c2)cn1,0.4519863850744237,0.15930708379652814
61,CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1Cl,0.5880884422616025,0.2568717582163951
62,Cc1csc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)c1,0.6015302287764854,0.21792535367564536
63,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,0.5017443576730931,0.20020296515415797
64,CNC(=O)CCCCCOc1ccc2c(OCCn3nc(-c4cnn(C)c4)ccc3=O)ccnc2c1,0.454063854679306,0.18718585787919798
65,CCCn1cc(-c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)cn1,0.5328636208831761,0.17484711446471335
66,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,0.45847102856235983,0.18660357212617
67,Clc1ccc(-c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)cc1Cl,0.5543503065666072,0.21734346250373443
68,CC(N=O)c1ccc2nnc([C@@H](C)c3c(F)cc4ncccc4c3F)n2n1,0.4860110770195409,0.05272556776984088
69,CC(c1ccc2ncc(-c3ccc(F)cc3)cc2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,0.4812046867927986,0.10129377536084999
70,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc(N)cc5c4)n3c2)cn1,0.4723466244462522,0.14807041020466644
71,Cn1cc(-c2ccc(=O)n(CCOc3ccnc4cc(-c5ccc(C(=O)Nc6ccccc6N)s5)ccc34)n2)cn1,0.4199175150899728,0.16133903954300455
72,FC(F)(c1ccc2ncccc2c1)c1nnc2ncc(-c3cccs3)nn12,0.5299025187354278,0.14851688348537243
73,CC(c1cc2cc(-c3ccc(F)cc3)cnc2cc1F)n1nnc2ncc(-c3cnn(C)c3)nc21,0.4781960604708618,0.08909577776274478
74,NC1CCC(=Cc2ccn3ncnc(Oc4ccc(NC(=O)NC(=O)Cc5ccc(F)cc5)cc4F)c23)CC1,0.4699422164284401,0.12459596575381998
75,Nc1ncc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2cccc(-c3ccccn3)c2o1.O=C(O)C(F)(F)F,0.45106992852048344,0.12164340719779082
76,CC(c1cc2cc(-c3ccc(F)cc3)cnc2cc1F)n1nnc2ncc(-c3ccncc3)nc21,0.4813140251822597,0.10041057767513296
77,Nc1nccc(Oc2ccc(NC(=O)c3c[nH]cc(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,0.5296572953205129,0.19356550272415035
78,CN1CCN(CCOc2cnc(-c3cccc(Cn4nc(-n5ccc6ccc(F)cc65)ccc4=O)c3)nc2)CC1,0.4540308718498864,0.16024270107264169
79,N#Cc1cccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)c1,0.5201629143233837,0.19836070178333567
80,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O,0.47020914041962464,0.22475881090656644
81,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cccn(-c2ccccc2)c1=O,0.4855351163917274,0.23873522651345955
82,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2)C(C)CN(C(C)=O)CC3)ncc1Cl,0.526317660891601,0.12830275573828
83,N#Cc1cccc(-c2ccc(=O)n(C[C@@H]3CN(c4ncc(C5=CCN(CCO)CC5)cn4)CCO3)n2)c1,0.4654836460701826,0.08472790523106126
84,CN(C)[C@H]1CCN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)C1,0.5210716534748543,0.0927831937198293
85,Cn1cc(-c2cnc3nnn(CC4CCCN(c5ncc(-c6cnn(CCO)c6)cn5)C4)c3n2)cn1,0.4759968846853629,0.07359277924391895
86,N#Cc1cc(-c2cnc3nnn(C[C@@H]4CN(c5ncc(C6=CCNCC6)cn5)CCO4)c3n2)ccc1F,0.4458694815034736,0.0630141132694623
87,Cn1cc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)cn1,0.5599151225053047,0.18241466629030512
88,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5ccc(F)c(F)c5)c(=O)c43)cc2c1,0.4497276647287422,0.09802791637939424
89,C[C@H](c1nnc2c(F)cc(-c3cnn(C)c3)cn12)n1ccc2ncccc2c1=O,0.4654746679704506,0.09315244389991738
90,COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cc(C)no5)cn34)c(=O)c2c1,0.45579693189374426,0.08888932471406485
91,Cn1cc(-c2cnc(N3CCO[C@H](Cn4nnc5ncc(-c6ccc(F)c(C#N)c6)nc54)C3)nc2)cn1,0.4680620476424281,0.0744645529003168
92,COc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cc(C)no5)cn34)c(=O)c2c1,0.4235161373156452,0.08147646770407246
93,c1cc2ncc(N3CCOCC3)cc2cc1Sc1nnc2ccc(-c3cn[nH]c3)cn12,0.5133397049914274,0.15300603756627623
94,COCCOc1cnc2ccc([C@H](C)n3nnc4ccn(-c5cccs5)c(=O)c43)cc2c1,0.44333160102244035,0.08388412409012629
95,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc(NC6CCOC6)cc5c4)n3c2)cn1,0.4871318314495682,0.08259519669588253
96,O=C(NCCN1CCOCC1)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,0.4329899968389438,0.16264243396413536
97,COC1CCN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CC1,0.5371254471230261,0.14762586141188444
98,Cc1cc(-n2ccc3nnn([C@@H](C)c4ccc5ncccc5c4)c3c2=O)sn1,0.45227261659050566,0.0764512444657968
99,CC1CN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CC(C)O1,0.4896797737829279,0.0623556214539437
100,CC1CN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CC(C)O1,0.5387231422413085,0.07064414599471164
101,CCCn1cc(-c2cnc3ccc4ccc(NS(=O)(=O)N(C)C)cc4c(=O)c3c2)cn1,0.46632645849063176,0.18885137474555164
102,CN1CCN(c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)CC1,0.4955154726952002,0.14248764660223573
103,CN1CCC(c2cnc(N3CCO[C@H](Cn4nnc5ncc(-c6cnn(C)c6)nc54)C3)nc2)CC1,0.4598425412111316,0.07373327589893468
104,Oc1ccc(Cc2nnc3ccc(-c4cccs4)nn23)cc1,0.610431378127972,0.26851536424161426
105,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(N)CC6)cc5c4)n3c2)cn1,0.5307332382911338,0.14719466265648612
106,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]cc(-c4cccnc4)c23)c(F)c1,0.5230045633823396,0.19879535874370963
107,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cnn(CCO)c5)nn34)cccc12,0.5612841415465959,0.16611744917733223
108,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]c(-c4cccnc4)cc23)c(F)c1,0.5353878398037681,0.20391087127969065
109,COc1ccc2c(OCc3nnc4sc(-c5cnn(C)c5)nn34)ccnc2c1,0.5011757195282324,0.19075515575750585
110,O=c1ccc(-n2ccc3ccc(F)cc32)nn1Cc1cccc(-c2ncc(OCCN3CCOCC3)cn2)c1,0.4537887172808366,0.16272117585068555
111,c1cnc2ccc(Cc3nnc4ncc(-c5cnc6ccccc6c5)nn34)cc2c1,0.5552752101265362,0.2066600333986527
112,c1csc(-c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)c1,0.5507152318892033,0.20386698260446479
113,CN(C)CCNC(=O)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,0.46043972601399347,0.17298859244774378
114,CCC(=O)N1CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc2C(C)C1,0.4827849086858494,0.12406443681123927
115,Clc1ccc(-c2cnc3nnc(Cc4ccc5ncccc5c4)n3n2)cc1,0.5546342802473764,0.24041694858068974
116,O=C(Nc1cccc(CC(=O)N2CCC(c3cc(Cl)ccc3Cl)=N2)c1)OCCCN1CCOCC1,0.5119394871958256,0.19105343886398282
117,CC(c1ccc2ncc(-c3ccc(F)cc3)cc2c1)n1nnc2ncc(-c3ccncc3)nc21,0.48222912683177044,0.1143205501991773
118,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C5CCNCC5)c4)cc3c(=O)c2c1,0.45608600351953227,0.0714944808303152
119,Nc1nccc(Oc2ccc(NC(=O)c3c(OCCO)ccn(-c4ccc(F)cc4)c3=O)cc2F)c1Cl,0.46490465285499327,0.17254430506011123
120,Fc1cc(F)cc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)c1,0.5147372123061759,0.19439261797009544
121,CCCCC1CN(C)CCc2ccc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NC)n3)cc21,0.5102757399158399,0.12076109172784291
122,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1c[nH]cc(-c2ccc(F)cc2)c1=O,0.4772746348779222,0.18998774819042993
123,COc1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,0.5110541377332163,0.2097995044141525
124,FC(F)(c1ccc2ncccc2c1)c1nnc2ncc(-c3ccccc3)nn12,0.5442886713750454,0.18473206140462228
125,Cc1cc(-c2cc(F)c3nnc([C@@H](C)n4ccc5ncccc5c4=O)n3c2)on1,0.46410114401730923,0.08923939561967406
126,Cc1nn(C)cc1-c1nn2c([C@@H](C)c3ccc4ncccc4c3)nnc2s1,0.4794006248625418,0.1064069213339498
127,Cc1nn(C)cc1-c1nn2c([C@H](C)c3ccc4ncccc4c3)nnc2s1,0.4794006248625418,0.1064069213339498
128,COc1ccc2c(OCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,0.5392350267435387,0.1700022418692081
129,COc1cnc2ccc([C@@](C)(F)c3nnc4c(F)cc(-c5cc(C)no5)cn34)cc2c1,0.44176965896714,0.07641133292932226
130,CC(=O)N1CCC(n2cc(-c3cnc(N)c(-c4nc5ccccc5o4)c3)cn2)CC1.Cl,0.5005688563523055,0.1791416350465212
131,COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.48464337377261224,0.09185143714686826
132,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCOCC6)cc5c4)n3c2)cn1,0.5242294272602867,0.16258176865763485
133,Cn1cc(-c2cnc3nnn(C[C@@H]4CN(c5ncc(C6=CCOCC6)cn5)CCO4)c3n2)cn1,0.45671864324588773,0.06131788563730714
134,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(O)c5)nn34)cccc12,0.557302099562872,0.2132767671778312
135,CNC(=O)c1ccc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)cc1F,0.5439967988521406,0.2538662958973182
136,CC(N=O)c1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,0.4664703925096173,0.10018498280083694
137,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCNCC6)cc5c4)n3c2)cn1,0.5397269534176322,0.15184359737563213
138,Cn1cc(-c2cnc3nnn(C[C@@H]4CN(c5ncc(-c6cnn(CCO)c6)cn5)CCO4)c3n2)cn1,0.47479763372046113,0.06890621190796327
139,Cc1cc(-n2ccc3nnn(Cc4ccc5ncccc5c4)c3c2=O)sn1,0.4709796280251691,0.13690661276837676
140,Cn1cc(-c2cc(F)c3nnc(Sc4ccc5ncc(N6CCOCC6)cc5c4)n3c2)cn1,0.4845915844008223,0.14269352751658326
141,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCCC(N)C6)cc5c4)n3c2)cn1,0.5008571597498245,0.09521905470423371
142,Cc1cc2oc(-c3cc(-c4cnn(C5CCNCC5)c4)cnc3N)nc2c(C)c1O.O=C(O)C(F)(F)F,0.4613464597919767,0.10848733407868308
143,CN1CC=C(c2cnc(N3CCCC(Cn4nnc5ncc(-c6cnn(C)c6)nc54)C3)nc2)CC1,0.4583913661932676,0.07019927588206401
144,C[C@@H](c1ccc2ncccc2c1)n1nnc2ccn(-c3cnn(C)c3)c(=O)c21,0.4612310323852066,0.0972766706583891
145,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3c2)cn1,0.5710850758651812,0.20451360079516925
146,Cn1cc(-c2cnc3nnn(CC4CCCN(c5ncc(C6=CCNCC6)cn5)C4)c3n2)cn1,0.4617662429499927,0.06653874728352922
147,Cn1cc(-c2cnc3ccc(Sc4nnc5c(F)cc(-c6cnn(C)c6)cn45)cc3c2)cn1,0.5088134536811808,0.1345311113685665
148,CN1CC=C(c2cnc(N3CCO[C@H](Cn4nnc5ncc(-c6cccc(C#N)c6)nc54)C3)nc2)CC1,0.45864462301495806,0.07123504005452164
149,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5cnsc5)cc4c(=O)c3c2)cn1,0.4904113181644886,0.13212769065953006
150,N#Cc1cccc(-c2ccc3nnc(Cc4cccc5c(=O)[nH]ccc45)n3n2)c1,0.5530671472345329,0.20201024456015762
151,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccncc5)cc4c(=O)c3c2)cn1,0.4930561101676437,0.18685446905659336
152,Fc1cc(-c2cn[nH]c2)cn2c(Sc3ccc4ncc(N5CCOCC5)cc4c3)nnc12,0.4753624757639347,0.13429828508427058
153,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc12,0.5757874107007117,0.2509011238228463
154,Cc1nccc(CNS(=O)(=O)Cc2ccc3ccc4ncc(-c5cnn(C)c5)cc4c(=O)c3c2)n1,0.4681986429922144,0.1586566765733701
155,COc1cnc2ccc(Cn3nnc4ccn(-c5cc(C)ns5)c(=O)c43)cc2c1,0.4498260239596215,0.12607426356389578
156,CC1COCCN1c1cnc2ccc(Sc3nnc4ccc(-c5cnn(C)c5)cn34)cc2c1,0.5232797841268729,0.09034168213819099
157,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(N6CCC(O)CC6)cc5c4)n3c2)cn1,0.5485616721889677,0.15176107567461272
158,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5cccc(F)c5)nn34)cccc12,0.5584262067915662,0.22487214010265694
159,Cc1cc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)sn1,0.5974464332819366,0.18661791050154455
160,CN1CCCN(c2cnc3ccc(Sc4nnc5ccc(-c6cnn(C)c6)cn45)cc3c2)CC1,0.5388699657924673,0.15596316832096876
161,Cn1cc(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)c(F)c2)c(=O)c(-c2ccc(F)cc2)c1,0.4730964119105915,0.18980902725189275
162,Cn1cc(-c2ccc(NC(=O)c3cn(CC4CCCO4)cc(-c4ccc(F)cc4)c3=O)cc2)c2c(N)ncnc21,0.4140495417616761,0.10372509894575106
163,c1ccc(Cn2cc(-c3cnc4nnc(Cc5ccc6ncccc6c5)n4n3)cn2)cc1,0.5449517943164462,0.1973985510077562
164,OCCn1cc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cn1,0.5133290262850079,0.16318332284581122
165,N#Cc1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,0.4879306679709942,0.18051432882799284
166,Cc1ccc2c(c1)oc(=O)n2CCOc1ccnc2cc(-c3cnn(C)c3)ccc12,0.5124502506064057,0.2201631317224212
167,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cn(C2CC2)cc(-c2ccc(F)cc2)c1=O,0.4787594430749574,0.17123489577603523
168,Nc1nccc(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)c1CO,0.497349240571886,0.2152018856159782
169,CC(C)c1c(Oc2ccc(NC(=O)c3cccn(-c4ccc(F)cc4)c3=O)cc2F)ccnc1N,0.4830287124682094,0.2120455658423128
170,COCCOc1ccc2c(OCCn3c(=O)oc4cc(C)ccc43)ccnc2c1,0.5406234844698526,0.2558460948621828
171,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccccc2)c1=O,0.46061333159650597,0.2022025409092088
172,CNC(=O)c1ccc(-c2ccc(=O)n(Cc3cccc(Nc4ncc(-c5cnn(C)c5)cn4)c3)n2)cc1F,0.4603084793940511,0.1816795783106037
173,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cn(CCO)cc(-c2ccc(F)cc2)c1=O,0.4692531849414913,0.17258672155517932
174,Cc1ccc2c(c1)oc(=O)n2CCOc1ccnc2cc(OCCN3CCOCC3)ccc12,0.512312469720407,0.22578185037325313
175,Cc1ccc2c(c1)oc(=O)n2CCOc1ccnc2cc(OCCCN3CCOCC3)ccc12,0.5147463825364937,0.22158143771909183
176,CC(c1c(F)cc2ncc(-c3ccc(F)cc3)cc2c1F)n1nnc2ncc(-c3cnn(C)c3)nc21,0.46031278951352345,0.07720385514141795
177,CN1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc5nonc45)c3c2)CC1,0.4807426082418011,0.17992408432158571
178,COc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1,0.4741580234471698,0.19524037330896812
179,CNC(=O)c1ccc(-c2cc(F)c3ncc(Cc4ccc5ncccc5c4)n3c2)cc1F,0.46915489372634966,0.18911419929669873
180,OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,0.4994670443827716,0.18325533430738677
181,Cn1cc(-c2ccc3nnc(Sc4ccc5ncc(NC6CCOC6)cc5c4)n3c2)cn1,0.5408535047210993,0.09385001426773841
182,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,0.564805076141601,0.1980458989069518
183,O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5Cl)nn34)cccc12,0.5640841733883571,0.2261107322561981
